session_id,rider_id,session_time,time_on_app,pages_visited,converted,city,loyalty_status
S029931,R01112,2025-04-27 13:44:16+02:05,43,5,0,Cairo,Bronze
S029932,R06910,2025-04-27 12:04:34+02:27,197,5,0,Nairobi,Bronze
S029933,R06859,2025-04-27 18:51:10+02:27,0,5,0,Nairobi,Bronze
S029934,R01416,2025-04-27 17:53:44+02:27,7,3,0,Nairobi,Bronze
S029935,R06834,2025-04-27 20:45:26+00:14,59,2,0,Lagos,Bronze
S029936,R01699,2025-04-27 07:04:45+02:05,2,2,0,Cairo,Bronze
S029937,R03920,2025-04-27 08:17:25+02:05,81,2,0,Cairo,Gold
S029938,R00590,2025-04-27 17:00:30+02:27,22,3,0,Nairobi,Gold
S029939,R06445,2025-04-27 18:44:08+02:05,97,1,0,Cairo,Bronze
S029940,R01784,2025-04-27 19:45:59+00:14,10,1,0,Lagos,Silver
S029941,R00050,2025-04-27 06:33:26+00:14,5,5,0,Lagos,Bronze
S029942,R01270,2025-04-27 18:46:59+02:27,0,4,0,Nairobi,Bronze
S029943,R09035,2025-04-27 11:54:46+02:27,15,5,0,Nairobi,Bronze
S029944,R08093,2025-04-27 16:17:26+00:14,17,5,0,Lagos,Silver
S029945,R00761,2025-04-27 12:57:05+02:05,186,4,0,Cairo,Gold
S029946,R00033,2025-04-27 05:02:43+02:05,16,1,0,Cairo,Bronze
S029947,R07688,2025-04-27 07:41:13+02:05,72,5,0,Cairo,Silver
S029948,R03820,2025-04-27 00:20:51+00:14,5,2,1,Lagos,Gold
S029949,R05359,2025-04-27 06:24:05+02:05,175,5,0,Cairo,Silver
S029950,R00058,2025-04-27 17:04:41+02:27,9,2,0,Nairobi,Gold
S029951,R00537,2025-04-27 20:10:18+00:14,4,3,0,Lagos,Gold
S029952,R06916,2025-04-27 17:40:54+02:05,171,2,0,Cairo,Bronze
S029953,R09057,2025-04-27 17:24:08+00:14,15,1,1,Lagos,Gold
S029954,R09320,2025-04-27 10:32:58+00:14,0,1,0,Lagos,Silver
S029955,R07883,2025-04-27 08:57:52+02:05,36,1,0,Cairo,Bronze
S029956,R09931,2025-04-27 00:20:27+00:14,33,4,0,Lagos,Silver
S029957,R08679,2025-04-27 09:19:48+00:14,39,1,0,Lagos,Bronze
S029958,R04471,2025-04-27 06:32:12+00:14,276,5,0,Lagos,Gold
S029959,R02250,2025-04-27 13:58:53+02:05,82,5,0,Cairo,Bronze
S029960,R06233,2025-04-27 18:31:32+02:27,0,3,0,Nairobi,Silver
S029961,R04780,2025-04-27 14:45:09+02:05,7,1,0,Cairo,Bronze
S029962,R02453,2025-04-27 08:47:09+02:05,4,2,0,Cairo,Platinum
S029963,R02483,2025-04-27 19:38:28+02:05,42,2,0,Cairo,Bronze
S029964,R00475,2025-04-27 01:51:34+00:14,8,4,0,Lagos,Bronze
S029965,R01543,2025-04-27 08:01:37+02:05,275,1,0,Cairo,Silver
S029966,R05140,2025-04-27 12:39:04+02:05,12,1,0,Cairo,Silver
S029967,R00453,2025-04-27 08:05:38+02:27,4,2,1,Nairobi,Bronze
S029968,R02323,2025-04-27 16:04:29+02:05,6,1,0,Cairo,Bronze
S029969,R08249,2025-04-27 07:52:58+02:27,59,3,0,Nairobi,Bronze
S029970,R09178,2025-04-27 22:40:38+02:05,30,5,0,Cairo,Silver
S029971,R05141,2025-04-27 15:24:04+02:05,0,2,0,Cairo,Bronze
S029972,R04223,2025-04-27 18:10:11+02:27,8,5,0,Nairobi,Bronze
S029973,R06843,2025-04-27 17:16:55+02:05,66,5,0,Cairo,Bronze
S029974,R06974,2025-04-27 21:31:27+02:05,24,2,1,Cairo,Bronze
S029975,R05083,2025-04-27 10:16:42+02:27,48,5,1,Nairobi,Gold
S029976,R00532,2025-04-27 22:10:45+00:14,1800,2,0,Lagos,Bronze
S029977,R07326,2025-04-27 09:41:21+00:14,42,1,1,Lagos,Bronze
S029978,R06115,2025-04-27 10:39:55+00:14,330,5,0,Lagos,Bronze
S029979,R02134,2025-04-27 08:08:08+02:05,38,4,0,Cairo,Bronze
S029980,R04976,2025-04-27 19:45:49+02:05,14,1,0,Cairo,Bronze
S029981,R00064,2025-04-27 10:58:56+00:14,6,1,0,Lagos,Silver
S029982,R04458,2025-04-27 20:04:29+02:05,20,2,0,Cairo,Bronze
S029983,R09115,2025-04-27 07:07:52+02:27,39,4,0,Nairobi,Bronze
S029984,R09288,2025-04-27 17:04:13+02:27,29,3,0,Nairobi,Bronze
S029985,R08382,2025-04-27 12:09:35+00:14,99,5,0,Lagos,Silver
S029986,R01356,2025-04-27 16:01:15+00:14,18,5,0,Lagos,Bronze
S029987,R07042,2025-04-27 10:29:01+00:14,24,1,0,Lagos,Bronze
S029988,R02964,2025-04-27 10:09:03+02:27,427,3,0,Nairobi,Bronze
S029989,R03592,2025-04-27 18:51:18+02:27,51,2,0,Nairobi,Silver
S029990,R06023,2025-04-27 17:57:26+02:05,55,3,0,Cairo,Bronze
S029991,R06807,2025-04-27 13:59:53+02:27,161,2,1,Nairobi,Gold
S029992,R00876,2025-04-27 04:03:59+02:27,6,2,0,Nairobi,Silver
S029993,R02090,2025-04-27 03:27:38+02:05,3,5,0,Cairo,Bronze
S029994,R08541,2025-04-27 17:48:16+00:14,13,5,1,Lagos,Platinum
S029995,R01421,2025-04-27 05:49:01+02:27,161,1,0,Nairobi,Bronze
S029996,R06139,2025-04-27 08:55:15+02:05,84,5,0,Cairo,Bronze
S029997,R08032,2025-04-27 17:12:20+02:05,2,4,0,Cairo,Silver
S029998,R05667,2025-04-27 10:45:53+02:05,195,3,0,Cairo,Gold
S029999,R09048,2025-04-27 19:41:32+00:14,21,2,0,Lagos,Bronze
S030000,R07595,2025-04-27 11:07:05+02:05,68,3,0,Cairo,Silver
S030001,R06677,2025-04-27 18:46:04+02:27,14,1,0,Nairobi,Bronze
S030002,R01969,2025-04-27 21:53:30+02:05,88,1,0,Cairo,Bronze
S030003,R03264,2025-04-27 03:01:41+02:05,7,2,0,Cairo,Bronze
S030004,R07898,2025-04-27 05:30:23+02:05,87,1,0,Cairo,Bronze
S030005,R05363,2025-04-27 15:34:32+02:27,2,2,0,Nairobi,Bronze
S030006,R08266,2025-04-27 07:34:29+00:14,35,3,1,Lagos,Silver
S030007,R05838,2025-04-27 06:35:48+02:27,2,4,1,Nairobi,Silver
S030008,R05570,2025-04-27 13:03:03+02:05,20,4,0,Cairo,Silver
S030009,R04660,2025-04-27 00:53:52+02:05,15,2,0,Cairo,Bronze
S030010,R01746,2025-04-27 16:36:30+02:27,83,2,0,Nairobi,Bronze
S030011,R00505,2025-04-27 19:54:35+02:27,41,1,0,Nairobi,Gold
S030012,R08414,2025-04-27 09:39:55+02:05,110,1,0,Cairo,Gold
S030013,R03122,2025-04-27 08:59:02+00:14,177,5,0,Lagos,Bronze
S030014,R01412,2025-04-27 20:44:03+02:05,204,2,0,Cairo,Bronze
S030015,R08085,2025-04-27 17:45:56+00:14,28,2,0,Lagos,Bronze
S030016,R03553,2025-04-27 20:56:43+02:05,32,4,1,Cairo,Bronze
S030017,R07465,2025-04-27 11:44:31+00:14,6,4,0,Lagos,Bronze
S030018,R03776,2025-04-27 12:12:56+02:27,9,5,0,Nairobi,Bronze
S030019,R03008,2025-04-27 11:03:51+02:05,30,4,0,Cairo,Silver
S030020,R06047,2025-04-27 05:29:39+02:27,10,1,0,Nairobi,Bronze
S030021,R04594,2025-04-27 20:33:57+00:14,44,1,0,Lagos,Gold
S030022,R07894,2025-04-27 14:28:36+02:27,84,1,0,Nairobi,Bronze
S030023,R02145,2025-04-27 01:55:50+02:05,6,5,1,Cairo,Gold
S030024,R05078,2025-04-27 07:02:08+00:14,3,1,0,Lagos,Silver
S030025,R05831,2025-04-27 10:04:12+00:14,93,3,1,Lagos,Bronze
S030026,R02526,2025-04-27 00:25:02+00:14,180,5,1,Lagos,Bronze
S030027,R05208,2025-04-27 21:00:56+02:27,37,2,0,Nairobi,Silver
S030028,R04269,2025-04-27 05:06:23+00:14,85,1,0,Lagos,Bronze
S030029,R04855,2025-04-27 05:27:36+02:05,17,5,0,Cairo,Silver
S030030,R01680,2025-04-27 16:58:18+00:14,325,2,0,Lagos,Bronze
S030031,R07269,2025-04-27 13:12:58+02:05,82,5,0,Cairo,Bronze
S030032,R02682,2025-04-27 08:22:45+00:14,105,5,1,Lagos,Gold
S030033,R00289,2025-04-27 00:57:35+00:14,35,5,0,Lagos,Silver
S030034,R06958,2025-04-27 19:08:56+00:14,11,1,0,Lagos,Silver
S030035,R02388,2025-04-27 12:26:03+02:27,309,1,0,Nairobi,Bronze
S030036,R00677,2025-04-27 04:07:47+02:05,47,3,0,Cairo,Silver
S030037,R06768,2025-04-27 18:53:31+02:05,138,1,0,Cairo,Bronze
S030038,R00687,2025-04-27 16:58:33+00:14,101,1,0,Lagos,Silver
S030039,R03309,2025-04-27 07:08:43+02:27,8,1,1,Nairobi,Bronze
S030040,R09919,2025-04-27 16:41:58+00:14,49,5,0,Lagos,Silver
S030041,R08350,2025-04-27 03:21:23+00:14,33,3,0,Lagos,Silver
S030042,R02370,2025-04-27 14:22:11+02:05,72,2,0,Cairo,Bronze
S030043,R05283,2025-04-27 01:49:23+00:14,61,1,0,Lagos,Bronze
S030044,R03421,2025-04-27 18:07:00+02:05,32,1,0,Cairo,Bronze
S030045,R09943,2025-04-27 16:11:59+02:27,53,5,0,Nairobi,Bronze
S030046,R02005,2025-04-27 23:56:35+02:05,8,5,0,Cairo,Bronze
S030047,R04137,2025-04-27 06:13:12+02:27,274,5,0,Nairobi,Gold
S030048,R02494,2025-04-27 17:25:38+02:27,9,5,1,Nairobi,Bronze
S030049,R04182,2025-04-27 07:48:49+02:05,1800,3,0,Cairo,Bronze
S030050,R07693,2025-04-27 04:05:51+00:14,11,1,0,Lagos,Bronze
S030051,R03554,2025-04-27 13:58:11+02:05,92,3,0,Cairo,Silver
S030052,R00039,2025-04-27 18:11:19+02:27,1,1,0,Nairobi,Bronze
S030053,R06999,2025-04-27 05:09:36+00:14,7,2,0,Lagos,Bronze
S030054,R05703,2025-04-27 07:52:36+02:27,11,5,0,Nairobi,Silver
S030055,R01529,2025-04-27 01:58:27+02:05,48,4,0,Cairo,Bronze
S030056,R05781,2025-04-27 09:16:09+02:27,1800,1,0,Nairobi,Bronze
S030057,R01443,2025-04-27 12:31:18+02:05,1,1,0,Cairo,Silver
S030058,R05662,2025-04-27 08:23:33+02:27,14,5,1,Nairobi,Gold
S030059,R06120,2025-04-27 20:48:08+00:14,32,2,0,Lagos,Bronze
S030060,R06865,2025-04-27 19:29:57+00:14,1534,1,0,Lagos,Bronze
S030061,R01748,2025-04-27 00:41:36+02:27,4,1,0,Nairobi,Bronze
S030062,R09201,2025-04-27 06:47:23+02:27,45,1,0,Nairobi,Silver
S030063,R04216,2025-04-27 18:12:05+00:14,68,3,0,Lagos,Bronze
S030064,R00667,2025-04-27 07:10:15+00:14,35,1,0,Lagos,Bronze
S030065,R04248,2025-04-27 07:56:22+02:05,231,1,1,Cairo,Gold
S030066,R05814,2025-04-27 16:24:41+02:27,43,2,0,Nairobi,Bronze
S030067,R02514,2025-04-27 14:50:18+02:27,18,5,0,Nairobi,Bronze
S030068,R00441,2025-04-27 18:28:44+02:05,16,2,0,Cairo,Bronze
S030069,R00660,2025-04-27 19:20:06+02:05,9,5,0,Cairo,Bronze
S030070,R04476,2025-04-27 08:00:38+00:14,37,3,0,Lagos,Silver
S030071,R09964,2025-04-27 16:15:00+02:05,468,3,0,Cairo,Bronze
S030072,R06703,2025-04-27 18:32:02+02:05,639,1,1,Cairo,Gold
S030073,R09762,2025-04-27 06:17:26+00:14,12,5,0,Lagos,Bronze
S030074,R03273,2025-04-27 06:03:04+00:14,26,1,0,Lagos,Bronze
S030075,R00713,2025-04-27 14:42:51+02:05,175,5,0,Cairo,Silver
S030076,R07506,2025-04-27 23:52:05+02:05,109,1,0,Cairo,Bronze
S030077,R05104,2025-04-27 12:55:50+02:27,404,1,0,Nairobi,Bronze
S030078,R03371,2025-04-27 14:14:37+00:14,5,4,1,Lagos,Bronze
S030079,R08416,2025-04-27 14:40:26+02:27,24,3,0,Nairobi,Gold
S030080,R02859,2025-04-27 22:37:15+02:05,22,5,0,Cairo,Bronze
S030081,R08157,2025-04-27 08:44:41+00:14,8,1,0,Lagos,Bronze
S030082,R00952,2025-04-27 14:12:50+00:14,22,5,1,Lagos,Bronze
S030083,R01680,2025-04-27 19:12:35+00:14,221,2,0,Lagos,Bronze
S030084,R07744,2025-04-27 15:52:04+02:27,26,1,0,Nairobi,Bronze
S030085,R07627,2025-04-27 05:10:18+00:14,87,1,0,Lagos,Bronze
S030086,R02430,2025-04-27 15:07:28+02:05,45,2,0,Cairo,Bronze
S030087,R03866,2025-04-27 17:44:36+02:27,14,4,1,Nairobi,Gold
S030088,R05361,2025-04-27 03:36:19+00:14,11,1,0,Lagos,Gold
S030089,R02072,2025-04-27 23:07:21+02:05,21,5,0,Cairo,Bronze
S030090,R09023,2025-04-27 13:54:53+00:14,83,1,0,Lagos,Silver
S030091,R02734,2025-04-27 05:49:59+02:05,554,1,0,Cairo,Bronze
S030092,R06674,2025-04-27 18:27:18+02:05,58,3,0,Cairo,Silver
S030093,R09847,2025-04-27 12:21:18+00:14,32,1,0,Lagos,Bronze
S030094,R06463,2025-04-27 07:41:20+02:05,165,2,0,Cairo,Bronze
S030095,R09969,2025-04-27 22:07:09+02:27,54,1,0,Nairobi,Bronze
S030096,R07430,2025-04-27 18:33:35+00:14,5,5,0,Lagos,Bronze
S030097,R05211,2025-04-27 18:27:22+02:27,0,3,0,Nairobi,Bronze
S030098,R02268,2025-04-27 10:26:28+02:05,153,5,0,Cairo,Silver
S030099,R07027,2025-04-27 10:39:13+02:27,165,1,0,Nairobi,Bronze
S030100,R07892,2025-04-27 04:29:25+00:14,369,5,0,Lagos,Gold
S030101,R02424,2025-04-27 22:33:41+00:14,21,4,0,Lagos,Bronze
S030102,R02896,2025-04-27 00:05:47+00:14,55,2,0,Lagos,Gold
S030103,R03509,2025-04-27 15:25:01+00:14,142,1,0,Lagos,Silver
S030104,R08650,2025-04-27 10:16:23+02:27,253,3,0,Nairobi,Silver
S030105,R08933,2025-04-27 06:37:49+02:05,292,3,0,Cairo,Bronze
S030106,R06138,2025-04-27 13:56:09+02:05,20,1,0,Cairo,Bronze
S030107,R08712,2025-04-27 01:29:41+02:05,37,2,1,Cairo,Gold
S030108,R01221,2025-04-27 06:53:28+02:05,163,3,1,Cairo,Bronze
S030109,R02292,2025-04-27 07:57:37+02:27,20,3,0,Nairobi,Bronze
S030110,R05408,2025-04-27 18:25:28+00:14,68,1,0,Lagos,Bronze
S030111,R00660,2025-04-27 16:16:36+02:05,51,2,1,Cairo,Bronze
S030112,R09494,2025-04-27 01:03:30+02:27,43,1,0,Nairobi,Bronze
S030113,R01310,2025-04-27 20:00:53+00:14,106,4,0,Lagos,Silver
S030114,R03537,2025-04-27 07:06:58+02:27,110,1,0,Nairobi,Bronze
S030115,R03301,2025-04-27 08:19:55+00:14,9,3,0,Lagos,Silver
S030116,R07393,2025-04-27 00:23:41+02:05,32,5,1,Cairo,Silver
S030117,R09356,2025-04-27 05:17:43+00:14,36,3,0,Lagos,Bronze
S030118,R07720,2025-04-27 19:13:57+02:05,77,1,0,Cairo,Bronze
S030119,R05087,2025-04-27 03:22:17+00:14,207,1,0,Lagos,Silver
S030120,R03026,2025-04-27 06:55:16+02:27,27,5,0,Nairobi,Bronze
S030121,R02008,2025-04-27 15:47:09+00:14,5,1,0,Lagos,Bronze
S030122,R02213,2025-04-27 14:53:24+00:14,81,5,0,Lagos,Silver
S030123,R04709,2025-04-27 15:30:34+02:05,83,1,0,Cairo,Bronze
S030124,R00780,2025-04-27 00:10:55+02:05,26,1,0,Cairo,Bronze
S030125,R01972,2025-04-27 08:18:04+02:27,1030,1,0,Nairobi,Bronze
S030126,R05059,2025-04-27 12:20:45+02:05,26,2,0,Cairo,Silver
S030127,R05114,2025-04-27 09:43:19+02:05,20,1,0,Cairo,Bronze
S030128,R05449,2025-04-27 01:43:02+00:14,11,5,0,Lagos,Platinum
S030129,R04154,2025-04-27 19:54:43+02:05,1800,1,0,Cairo,Bronze
S030130,R07291,2025-04-27 03:25:16+02:05,31,3,0,Cairo,Silver
S030131,R05333,2025-04-27 14:14:44+00:14,8,5,1,Lagos,Silver
S030132,R07901,2025-04-27 12:47:46+02:27,18,2,0,Nairobi,Bronze
S030133,R08799,2025-04-27 07:31:49+00:14,24,5,0,Lagos,Silver
S030134,R02151,2025-04-27 17:53:05+02:27,70,3,0,Nairobi,Bronze
S030135,R06989,2025-04-27 00:54:58+00:14,30,4,0,Lagos,Silver
S030136,R08777,2025-04-27 16:41:20+00:14,29,5,0,Lagos,Bronze
S030137,R08202,2025-04-27 10:58:12+00:14,1346,1,1,Lagos,Bronze
S030138,R08408,2025-04-27 01:44:50+02:05,17,1,0,Cairo,Silver
S030139,R08137,2025-04-27 08:13:13+02:05,138,2,0,Cairo,Bronze
S030140,R03460,2025-04-27 16:48:33+02:05,53,1,0,Cairo,Bronze
S030141,R06106,2025-04-27 21:01:36+00:14,3,1,1,Lagos,Gold
S030142,R03217,2025-04-27 08:03:13+02:05,50,5,0,Cairo,Bronze
S030143,R08615,2025-04-27 16:28:06+00:14,16,3,0,Lagos,Bronze
S030144,R04461,2025-04-27 14:13:01+00:14,271,3,0,Lagos,Bronze
S030145,R09676,2025-04-27 05:11:07+00:14,5,4,1,Lagos,Gold
S030146,R05685,2025-04-27 01:28:34+02:27,48,1,0,Nairobi,Bronze
S030147,R07511,2025-04-27 01:38:19+00:14,48,1,0,Lagos,Bronze
S030148,R05286,2025-04-27 13:56:24+02:27,117,4,1,Nairobi,Bronze
S030149,R09441,2025-04-27 08:06:56+02:27,14,1,0,Nairobi,Gold
S030150,R09286,2025-04-27 07:39:22+00:14,2,1,1,Lagos,Bronze
S030151,R09736,2025-04-27 20:16:08+00:14,5,3,0,Lagos,Bronze
S030152,R04981,2025-04-27 06:15:54+02:05,30,1,0,Cairo,Bronze
S030153,R05750,2025-04-27 21:51:56+02:27,44,1,0,Nairobi,Bronze
S030154,R01280,2025-04-27 19:58:40+02:05,46,5,1,Cairo,Bronze
S030155,R08909,2025-04-27 17:27:19+02:27,450,1,0,Nairobi,Platinum
S030156,R03142,2025-04-27 07:07:20+02:05,11,2,0,Cairo,Bronze
S030157,R08934,2025-04-27 18:15:23+02:05,159,1,0,Cairo,Bronze
S030158,R04661,2025-04-27 17:03:25+00:14,96,5,0,Lagos,Bronze
S030159,R08782,2025-04-27 08:18:32+02:05,32,2,0,Cairo,Bronze
S030160,R08039,2025-04-27 07:16:42+02:05,84,1,0,Cairo,Gold
S030161,R05608,2025-04-27 10:45:35+02:05,53,2,1,Cairo,Bronze
S030162,R07818,2025-04-27 17:52:22+02:27,41,1,0,Nairobi,Platinum
S030163,R05063,2025-04-27 18:12:03+02:27,2,3,1,Nairobi,Gold
S030164,R00810,2025-04-27 07:53:58+02:27,115,1,0,Nairobi,Bronze
S030165,R08741,2025-04-27 22:05:23+00:14,4,1,0,Lagos,Bronze
S030166,R02141,2025-04-27 08:16:31+00:14,12,5,0,Lagos,Bronze
S030167,R08250,2025-04-27 03:06:34+02:27,30,5,0,Nairobi,Bronze
S030168,R00308,2025-04-27 17:20:11+02:27,30,1,0,Nairobi,Bronze
S030169,R03632,2025-04-27 20:26:05+02:27,6,1,0,Nairobi,Silver
S030170,R01096,2025-04-27 18:28:37+02:05,63,3,0,Cairo,Bronze
S030171,R08223,2025-04-27 12:46:47+02:27,31,5,0,Nairobi,Bronze
S030172,R09592,2025-04-27 18:10:52+00:14,18,3,0,Lagos,Silver
S030173,R07915,2025-04-27 06:15:41+02:05,3,5,0,Cairo,Bronze
S030174,R07424,2025-04-27 05:20:53+00:14,46,1,1,Lagos,Bronze
S030175,R06636,2025-04-27 10:56:06+00:14,94,5,0,Lagos,Bronze
S030176,R08181,2025-04-27 16:00:01+02:05,16,1,0,Cairo,Bronze
S030177,R06362,2025-04-27 09:54:13+02:05,220,3,0,Cairo,Bronze
S030178,R04580,2025-04-27 13:10:00+02:27,21,3,0,Nairobi,Bronze
S030179,R08430,2025-04-27 16:04:06+00:14,15,5,0,Lagos,Silver
S030180,R03070,2025-04-27 09:13:15+02:27,54,5,0,Nairobi,Silver
S030181,R01463,2025-04-27 21:53:30+00:14,365,2,0,Lagos,Silver
S030182,R00011,2025-04-27 14:14:17+02:05,105,4,1,Cairo,Gold
S030183,R08920,2025-04-27 04:36:28+00:14,8,4,0,Lagos,Bronze
S030184,R09307,2025-04-27 18:57:43+02:27,155,5,0,Nairobi,Bronze
S030185,R01747,2025-04-27 14:45:01+00:14,59,3,0,Lagos,Bronze
S030186,R04825,2025-04-27 16:53:00+02:27,231,2,1,Nairobi,Platinum
S030187,R05573,2025-04-27 09:10:09+00:14,47,2,1,Lagos,Gold
S030188,R01342,2025-04-27 07:36:04+02:05,35,2,0,Cairo,Bronze
S030189,R06676,2025-04-27 10:11:14+02:27,161,1,0,Nairobi,Bronze
S030190,R02976,2025-04-27 20:33:53+00:14,189,2,0,Lagos,Bronze
S030191,R01020,2025-04-27 15:24:01+00:14,300,1,0,Lagos,Bronze
S030192,R08262,2025-04-27 13:47:04+02:05,1,3,0,Cairo,Silver
S030193,R01743,2025-04-27 10:43:56+02:27,53,5,0,Nairobi,Silver
S030194,R03248,2025-04-27 06:05:10+00:14,37,3,0,Lagos,Bronze
S030195,R05536,2025-04-27 18:44:20+00:14,71,2,0,Lagos,Bronze
S030196,R06056,2025-04-27 08:31:25+00:14,92,1,0,Lagos,Bronze
S030197,R01246,2025-04-27 06:00:58+00:14,63,5,0,Lagos,Silver
S030198,R06382,2025-04-27 00:19:02+02:05,31,1,1,Cairo,Gold
S030199,R07634,2025-04-27 18:13:00+02:27,32,3,0,Nairobi,Bronze
S030200,R03099,2025-04-27 00:35:44+02:27,157,1,0,Nairobi,Bronze
S030201,R03044,2025-04-27 16:51:16+02:05,102,3,1,Cairo,Gold
S030202,R00226,2025-04-27 14:31:52+00:14,115,5,0,Lagos,Bronze
S030203,R06521,2025-04-27 06:41:45+00:14,27,2,0,Lagos,Bronze
S030204,R02166,2025-04-27 07:40:29+00:14,12,5,0,Lagos,Silver
S030205,R04820,2025-04-27 02:13:43+00:14,10,2,0,Lagos,Bronze
S030206,R06052,2025-04-27 20:32:15+00:14,79,3,0,Lagos,Silver
S030207,R05907,2025-04-27 17:59:23+02:05,775,3,1,Cairo,Bronze
S030208,R02942,2025-04-27 19:18:10+02:05,30,2,0,Cairo,Bronze
S030209,R08335,2025-04-27 05:38:27+00:14,11,4,0,Lagos,Bronze
S030210,R02485,2025-04-27 11:09:04+02:27,73,1,0,Nairobi,Silver
S030211,R02566,2025-04-27 13:28:10+02:05,61,2,0,Cairo,Bronze
S030212,R07824,2025-04-27 14:45:08+02:27,170,5,0,Nairobi,Silver
S030213,R08030,2025-04-27 08:31:02+00:14,96,5,0,Lagos,Bronze
S030214,R06439,2025-04-27 03:45:07+00:14,4,1,0,Lagos,Bronze
S030215,R04082,2025-04-27 06:18:22+00:14,131,2,0,Lagos,Gold
S030216,R04434,2025-04-27 17:49:46+00:14,10,2,1,Lagos,Bronze
S030217,R01050,2025-04-27 00:11:43+00:14,82,1,0,Lagos,Bronze
S030218,R05257,2025-04-27 18:52:50+00:14,2,5,0,Lagos,Bronze
S030219,R08696,2025-04-27 17:35:00+02:27,7,3,0,Nairobi,Bronze
S030220,R04066,2025-04-27 07:48:32+00:14,44,3,0,Lagos,Bronze
S030221,R08968,2025-04-27 11:04:07+02:05,29,4,1,Cairo,Bronze
S030222,R03065,2025-04-27 16:50:33+02:27,1800,3,0,Nairobi,Bronze
S030223,R00710,2025-04-27 06:30:39+02:05,330,2,0,Cairo,Silver
S030224,R09768,2025-04-27 18:04:19+00:14,95,3,0,Lagos,Bronze
S030225,R05106,2025-04-27 07:19:34+00:14,62,1,1,Lagos,Bronze
S030226,R03138,2025-04-27 03:39:48+00:14,86,1,0,Lagos,Bronze
S030227,R08998,2025-04-27 18:02:31+02:27,151,1,0,Nairobi,Bronze
S030228,R05760,2025-04-27 21:33:24+02:05,322,4,0,Cairo,Bronze
S030229,R01721,2025-04-27 11:35:22+02:27,2,5,0,Nairobi,Silver
S030230,R02563,2025-04-27 04:45:22+02:05,0,4,0,Cairo,Bronze
S030231,R07881,2025-04-27 21:06:24+00:14,5,2,1,Lagos,Bronze
S030232,R00044,2025-04-27 16:27:47+02:05,31,1,0,Cairo,Bronze
S030233,R00900,2025-04-27 23:39:32+02:27,1569,2,1,Nairobi,Bronze
S030234,R01505,2025-04-27 15:44:39+00:14,46,1,0,Lagos,Silver
S030235,R08430,2025-04-27 10:00:24+00:14,15,1,0,Lagos,Silver
S030236,R01408,2025-04-27 11:16:42+02:05,39,2,0,Cairo,Bronze
S030237,R05156,2025-04-27 23:47:05+02:27,10,2,0,Nairobi,Silver
S030238,R09633,2025-04-27 06:14:56+02:05,70,1,1,Cairo,Gold
S030239,R09200,2025-04-27 18:15:47+02:27,412,5,0,Nairobi,Silver
S030240,R09125,2025-04-27 06:46:05+00:14,14,1,0,Lagos,Silver
S030241,R09552,2025-04-27 10:29:41+02:27,3,1,0,Nairobi,Silver
S030242,R01322,2025-04-27 12:35:16+00:14,14,5,0,Lagos,Bronze
S030243,R05839,2025-04-27 18:29:24+00:14,71,5,0,Lagos,Silver
S030244,R09670,2025-04-27 21:02:01+02:05,67,5,0,Cairo,Silver
S030245,R08143,2025-04-27 04:07:00+02:27,1800,5,0,Nairobi,Bronze
S030246,R06442,2025-04-27 17:08:40+02:05,4,3,0,Cairo,Bronze
S030247,R09038,2025-04-27 18:12:59+00:14,30,5,0,Lagos,Bronze
S030248,R02061,2025-04-27 18:39:35+00:14,19,5,0,Lagos,Silver
S030249,R02787,2025-04-27 06:30:25+02:27,156,1,0,Nairobi,Silver
S030250,R07516,2025-04-27 14:18:43+02:05,86,1,0,Cairo,Silver
S030251,R04397,2025-04-27 19:19:21+02:27,646,3,1,Nairobi,Silver
S030252,R01272,2025-04-27 18:09:59+02:27,1,1,0,Nairobi,Bronze
S030253,R05156,2025-04-27 17:52:55+02:27,16,2,0,Nairobi,Silver
S030254,R06741,2025-04-27 08:13:48+02:27,1,1,0,Nairobi,Silver
S030255,R05666,2025-04-27 10:31:10+00:14,9,2,0,Lagos,Silver
S030256,R08734,2025-04-27 19:45:27+02:05,1800,1,0,Cairo,Bronze
S030257,R04651,2025-04-27 19:55:36+00:14,30,1,0,Lagos,Silver
S030258,R09427,2025-04-27 08:51:31+02:27,0,4,1,Nairobi,Platinum
S030259,R04921,2025-04-27 12:42:32+02:05,5,4,0,Cairo,Bronze
S030260,R02681,2025-04-27 12:10:41+02:27,7,4,0,Nairobi,Bronze
S030261,R05869,2025-04-27 17:13:31+00:14,22,5,0,Lagos,Bronze
S030262,R04550,2025-04-27 08:03:55+00:14,1,2,0,Lagos,Bronze
S030263,R03903,2025-04-27 09:49:55+02:05,0,2,0,Cairo,Bronze
S030264,R06345,2025-04-27 00:23:19+02:05,0,1,0,Cairo,Bronze
S030265,R02417,2025-04-27 18:47:29+00:14,40,2,0,Lagos,Bronze
S030266,R06927,2025-04-27 07:54:21+02:05,7,5,0,Cairo,Bronze
S030267,R09622,2025-04-27 10:16:10+02:05,48,1,0,Cairo,Bronze
S030268,R08492,2025-04-27 13:16:31+02:27,176,1,0,Nairobi,Bronze
S030269,R04347,2025-04-27 01:56:18+00:14,2,1,0,Lagos,Silver
S030270,R09184,2025-04-27 01:32:34+02:27,34,1,1,Nairobi,Bronze
